Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Collateral_Type,Loan_Status
LP00278,Female,Yes,0,Not Graduate,No,7420,5233.42,257.4,120.0,1.0,Real Estate,Y
LP00279,Male,No,1,Not Graduate,No,3151,3510.98,212.8,360.0,1.0,Real Estate,Y
LP00280,Female,Yes,3+,Not Graduate,No,3673,5764.02,389.3,240.0,0.0,Real Estate,Y
LP00281,Female,Yes,3+,Not Graduate,Yes,5789,2739.66,286.6,360.0,0.0,Vehicle,N
LP00282,Male,No,1,Not Graduate,No,14205,1827.44,200.4,360.0,1.0,Vehicle,Y
LP00283,Female,No,2,Graduate,No,4706,3410.88,231.0,180.0,1.0,None,Y
LP00284,Female,Yes,1,Not Graduate,Yes,5668,10677.95,118.5,360.0,0.0,Vehicle,N
LP00285,Female,Yes,2,Not Graduate,No,5608,2823.95,476.3,360.0,0.0,Vehicle,N
LP00286,Female,Yes,0,Not Graduate,No,3079,4249.6,333.1,240.0,0.0,Real Estate,N
LP00287,Male,Yes,0,Graduate,No,6683,8266.63,227.9,360.0,1.0,Real Estate,N
LP00288,Female,Yes,0,Graduate,No,10033,4516.96,643.1,360.0,0.0,Real Estate,N
LP00289,Female,Yes,3+,Not Graduate,Yes,8732,9707.97,515.8,360.0,1.0,Real Estate,Y
LP00290,Male,Yes,0,Not Graduate,No,5781,8130.52,182.1,360.0,0.0,Vehicle,N
LP00291,Female,Yes,2,Graduate,No,4113,3133.25,658.5,360.0,0.0,Real Estate,N
LP00292,Male,No,0,Not Graduate,No,4668,493.96,189.4,360.0,0.0,Vehicle,N
LP00293,Female,No,1,Graduate,No,14124,9445.92,301.5,360.0,0.0,None,Y
LP00294,Male,No,1,Not Graduate,Yes,9004,4001.66,381.8,360.0,1.0,Vehicle,N
LP00295,Male,No,3+,Not Graduate,Yes,8167,5798.36,140.5,360.0,1.0,Real Estate,N
LP00296,Male,No,1,Not Graduate,No,8738,3638.2,418.0,360.0,1.0,Vehicle,Y
LP00297,Female,Yes,2,Not Graduate,No,5894,4281.02,424.5,360.0,0.0,None,N
LP00298,Male,No,0,Not Graduate,No,8072,1425.54,122.8,360.0,0.0,Vehicle,N
LP00299,Male,Yes,3+,Not Graduate,No,6631,9289.47,128.5,360.0,1.0,Real Estate,N
LP00300,Male,Yes,0,Graduate,No,4603,8425.0,174.5,360.0,1.0,Vehicle,N
LP00301,Male,No,0,Not Graduate,No,4059,6528.97,148.2,360.0,1.0,Real Estate,N
LP00302,Female,No,2,Not Graduate,No,5240,4261.61,369.8,360.0,0.0,None,N
LP00303,Male,Yes,1,Not Graduate,No,10196,8685.77,198.9,180.0,0.0,None,N
LP00304,Female,Yes,1,Graduate,No,11820,1155.2,475.5,360.0,0.0,Real Estate,N
LP00305,Female,No,0,Not Graduate,No,5744,144.45,188.7,360.0,1.0,None,Y
LP00306,Male,Yes,3+,Not Graduate,No,4383,8884.17,349.9,360.0,0.0,Real Estate,N
LP00307,Female,No,1,Not Graduate,No,3343,5359.67,122.9,360.0,0.0,None,N
LP00308,Female,Yes,3+,Not Graduate,No,8336,1761.37,464.1,180.0,0.0,None,Y
LP00309,Male,No,1,Not Graduate,No,3904,289.68,190.1,180.0,1.0,None,N
LP00310,Female,Yes,3+,Not Graduate,No,4547,4304.71,199.0,360.0,0.0,Vehicle,Y
LP00311,Male,No,2,Not Graduate,No,9455,7140.54,154.5,360.0,1.0,Real Estate,N
LP00312,Male,Yes,3+,Not Graduate,No,3271,2074.99,210.0,120.0,0.0,Real Estate,Y
LP00313,Male,No,2,Not Graduate,No,4529,5294.67,113.6,240.0,1.0,Real Estate,N
LP00314,Male,No,2,Not Graduate,No,5060,822.17,344.6,360.0,1.0,None,N
LP00315,Male,Yes,3+,Not Graduate,No,6929,9280.37,444.9,360.0,1.0,Real Estate,N
LP00316,Female,Yes,2,Not Graduate,No,3126,383.41,467.2,360.0,0.0,Vehicle,N
LP00317,Male,No,0,Not Graduate,No,3430,6467.65,111.0,240.0,1.0,Real Estate,N
LP00318,Male,Yes,2,Not Graduate,No,9554,16264.5,136.9,360.0,0.0,Real Estate,N
LP00319,Male,No,1,Not Graduate,No,9032,1161.18,218.3,360.0,0.0,None,N
LP00320,Female,No,3+,Not Graduate,No,7927,1807.68,445.9,360.0,0.0,Real Estate,N
LP00321,Female,No,0,Not Graduate,No,8610,7627.8,129.1,360.0,0.0,Real Estate,N
LP00322,Female,Yes,3+,Not Graduate,No,4577,7230.32,279.3,360.0,0.0,None,Y
LP00323,Male,No,1,Not Graduate,No,4079,3710.02,145.8,240.0,1.0,Real Estate,N
LP00324,Male,No,1,Graduate,No,4058,511.18,721.4,360.0,1.0,None,N
LP00325,Female,No,1,Not Graduate,No,9355,7752.81,297.6,360.0,0.0,None,N
LP00326,Male,Yes,2,Not Graduate,No,12679,8371.02,140.7,360.0,0.0,Real Estate,N
LP00327,Male,Yes,2,Not Graduate,Yes,5324,680.34,332.2,360.0,0.0,Real Estate,Y
LP00328,Male,No,3+,Not Graduate,Yes,9810,10228.2,197.4,360.0,1.0,Real Estate,Y
LP00329,Male,Yes,3+,Not Graduate,No,4837,13338.16,161.9,360.0,0.0,Real Estate,N
LP00330,Female,Yes,0,Graduate,No,12761,8339.53,474.0,360.0,0.0,Real Estate,N
LP00331,Female,Yes,0,Not Graduate,No,4609,514.55,535.6,360.0,0.0,Real Estate,Y
LP00332,Female,No,3+,Not Graduate,No,4987,1612.52,395.1,360.0,0.0,None,Y
LP00333,Female,No,2,Not Graduate,No,5697,5123.09,145.8,360.0,0.0,None,Y
LP00334,Male,No,1,Graduate,No,4997,5112.47,264.6,240.0,1.0,Vehicle,N
LP00335,Female,Yes,3+,Not Graduate,No,4186,3902.55,188.7,120.0,0.0,Real Estate,N
LP00336,Female,Yes,0,Not Graduate,No,5568,1112.85,450.4,360.0,0.0,Real Estate,N
LP00337,Male,Yes,2,Not Graduate,No,10442,3700.57,375.5,360.0,0.0,Vehicle,Y
LP00338,Male,Yes,3+,Graduate,No,3539,8496.81,277.4,120.0,1.0,Real Estate,N
LP00339,Male,Yes,3+,Not Graduate,No,4260,10003.23,106.8,360.0,0.0,Real Estate,N
LP00340,Female,Yes,2,Not Graduate,No,3276,1211.85,378.3,360.0,0.0,None,Y
LP00341,Male,No,3+,Graduate,No,3813,2610.43,273.0,120.0,1.0,Vehicle,N
LP00342,Male,Yes,2,Graduate,No,6236,9568.37,308.8,360.0,1.0,Real Estate,N
LP00343,Male,Yes,1,Not Graduate,Yes,12420,7664.99,496.0,360.0,0.0,Vehicle,Y
LP00344,Female,Yes,2,Not Graduate,No,6176,8792.37,506.6,240.0,1.0,Real Estate,N
LP00345,Female,No,2,Not Graduate,No,5825,4549.69,146.3,360.0,0.0,None,Y
LP00346,Female,Yes,2,Not Graduate,No,4567,4630.61,462.9,360.0,1.0,Real Estate,N
LP00347,Male,No,3+,Not Graduate,No,11964,5067.44,115.8,360.0,1.0,Real Estate,N
LP00348,Female,Yes,3+,Not Graduate,No,5004,3957.24,723.3,360.0,0.0,Vehicle,N
LP00349,Female,Yes,2,Not Graduate,No,11379,11702.96,325.2,360.0,1.0,Real Estate,N
LP00350,Female,No,3+,Not Graduate,No,4538,7798.89,108.9,360.0,1.0,Vehicle,Y
LP00351,Male,Yes,0,Not Graduate,No,6585,5915.92,180.3,240.0,1.0,Vehicle,N
LP00352,Female,No,0,Not Graduate,Yes,14959,1186.96,239.4,360.0,1.0,None,Y
LP00353,Female,No,3+,Not Graduate,No,8904,8843.87,437.1,360.0,1.0,Real Estate,Y
LP00354,Male,No,3+,Graduate,No,6874,7350.47,216.9,360.0,1.0,Vehicle,N
LP00355,Female,No,2,Not Graduate,No,5928,1604.72,151.7,360.0,0.0,Vehicle,Y
LP00356,Female,Yes,1,Not Graduate,No,4868,5820.62,659.3,360.0,0.0,Real Estate,N
LP00357,Female,Yes,3+,Graduate,Yes,6341,7891.49,230.0,240.0,1.0,Real Estate,Y
LP00358,Male,No,0,Not Graduate,No,8753,5998.5,129.8,180.0,1.0,Real Estate,N
LP00359,Male,Yes,2,Graduate,No,3976,273.49,383.9,360.0,0.0,Vehicle,Y
LP00360,Male,No,3+,Not Graduate,No,9058,1811.79,306.1,360.0,1.0,Vehicle,Y
LP00361,Female,Yes,0,Not Graduate,No,4998,524.73,395.4,360.0,0.0,Vehicle,N
LP00362,Male,Yes,0,Not Graduate,No,3562,147.66,261.1,360.0,0.0,Real Estate,Y
LP00363,Male,No,1,Not Graduate,Yes,5282,2456.9,192.6,360.0,0.0,None,Y
LP00364,Female,Yes,2,Not Graduate,No,9963,6243.1,546.8,360.0,0.0,Real Estate,N
LP00365,Female,Yes,2,Not Graduate,No,3076,2646.4,453.6,240.0,0.0,None,N
LP00366,Male,No,1,Not Graduate,Yes,8091,8824.93,270.9,360.0,0.0,Real Estate,N
LP00367,Female,Yes,1,Not Graduate,No,6718,1595.64,354.4,360.0,0.0,Vehicle,N
LP00368,Male,Yes,2,Not Graduate,No,4461,5689.81,228.3,360.0,1.0,Real Estate,N
LP00369,Male,Yes,2,Not Graduate,Yes,4944,2620.97,408.9,360.0,0.0,Real Estate,Y
LP00370,Male,Yes,3+,Graduate,No,7022,6317.73,137.2,360.0,1.0,Vehicle,N
LP00371,Male,Yes,3+,Graduate,No,9925,241.43,442.7,360.0,0.0,Vehicle,N
LP00372,Female,Yes,1,Not Graduate,No,6550,1936.47,435.9,360.0,0.0,Real Estate,N
LP00373,Female,Yes,3+,Graduate,No,9691,8297.14,490.5,360.0,0.0,Real Estate,N
LP00374,Male,No,0,Graduate,Yes,4453,8225.8,141.1,360.0,1.0,Real Estate,N
LP00375,Female,Yes,3+,Not Graduate,No,13176,16001.64,168.1,360.0,0.0,Real Estate,N
LP00376,Female,No,3+,Not Graduate,No,7133,11124.91,281.4,360.0,0.0,None,Y
LP00377,Male,Yes,0,Not Graduate,No,4530,926.28,322.7,360.0,0.0,None,Y
LP00378,Female,Yes,1,Not Graduate,No,4286,428.45,364.8,360.0,1.0,Vehicle,Y
LP00379,Female,Yes,0,Not Graduate,No,7037,7235.76,272.1,360.0,0.0,Real Estate,N
LP00380,Male,Yes,3+,Not Graduate,No,7064,6745.86,277.0,360.0,0.0,None,Y
LP00381,Female,Yes,1,Not Graduate,No,3182,7544.99,194.2,360.0,0.0,Vehicle,N
LP00382,Female,Yes,3+,Graduate,No,5189,11408.26,443.7,360.0,0.0,Real Estate,N
LP00383,Female,No,0,Not Graduate,No,6218,1769.47,260.6,360.0,0.0,None,Y
LP00384,Male,No,0,Not Graduate,No,6265,5338.7,288.7,360.0,1.0,Vehicle,Y
LP00385,Male,Yes,3+,Not Graduate,No,8989,10096.82,268.4,360.0,0.0,Real Estate,N
LP00386,Female,Yes,2,Not Graduate,No,5039,12430.48,356.4,360.0,0.0,Real Estate,N
LP00387,Male,No,2,Not Graduate,No,4607,7555.16,138.0,240.0,0.0,None,Y
LP00388,Male,No,0,Graduate,No,10364,7643.08,215.6,360.0,1.0,Real Estate,N
LP00389,Female,Yes,0,Not Graduate,No,4682,5929.79,443.8,180.0,0.0,Real Estate,N
LP00390,Female,Yes,2,Graduate,No,12099,3828.55,427.2,360.0,0.0,Real Estate,N
LP00391,Female,No,2,Graduate,No,9050,4876.6,272.0,360.0,0.0,Real Estate,N
LP00392,Male,No,3+,Not Graduate,No,5033,4286.03,182.2,180.0,1.0,Vehicle,N
LP00393,Female,Yes,3+,Not Graduate,No,5636,12850.59,288.4,360.0,0.0,Real Estate,N
LP00394,Male,No,2,Graduate,No,8761,3180.67,231.7,360.0,1.0,Real Estate,Y
LP00395,Male,No,3+,Not Graduate,No,4818,5691.02,208.3,360.0,1.0,Vehicle,N
LP00396,Female,No,3+,Not Graduate,No,9294,2975.93,412.5,360.0,0.0,Real Estate,N
LP00397,Female,Yes,1,Not Graduate,Yes,6165,8209.19,224.5,360.0,0.0,Real Estate,N
LP00398,Male,No,3+,Not Graduate,No,8808,5405.51,117.0,360.0,1.0,Real Estate,N
LP00399,Male,Yes,0,Not Graduate,No,3984,9642.95,229.8,180.0,0.0,Vehicle,N
LP00400,Male,No,3+,Not Graduate,Yes,12892,7009.71,333.2,360.0,1.0,Real Estate,N
LP00401,Male,No,3+,Not Graduate,No,11036,6087.88,187.4,240.0,1.0,Vehicle,N
LP00402,Male,No,2,Not Graduate,No,5182,5654.47,155.4,240.0,1.0,Real Estate,N
LP00403,Male,Yes,0,Not Graduate,No,9940,8936.93,363.2,360.0,1.0,Real Estate,N
LP00404,Male,No,3+,Graduate,Yes,4958,2336.27,450.0,360.0,0.0,None,Y
LP00405,Male,Yes,3+,Not Graduate,No,3837,5654.91,244.1,180.0,1.0,Vehicle,N
LP00406,Male,No,1,Not Graduate,No,3785,6802.15,258.5,240.0,1.0,Real Estate,N
LP00407,Female,Yes,3+,Graduate,No,4572,3954.93,259.0,360.0,0.0,Real Estate,Y
LP00408,Male,Yes,3+,Not Graduate,No,8697,2124.43,250.1,360.0,1.0,Real Estate,Y
LP00409,Male,No,1,Not Graduate,No,8683,7175.31,280.3,360.0,0.0,Real Estate,Y
LP00410,Female,Yes,2,Not Graduate,No,5520,2658.88,379.6,360.0,0.0,Real Estate,N
LP00411,Female,Yes,3+,Not Graduate,Yes,11079,9572.26,246.0,360.0,0.0,Real Estate,N
LP00412,Male,Yes,1,Graduate,No,10715,5928.85,221.2,360.0,0.0,Vehicle,Y
LP00413,Female,No,0,Not Graduate,No,12468,67.21,162.9,360.0,0.0,Vehicle,Y
LP00414,Male,No,2,Graduate,No,9774,5711.08,145.9,360.0,0.0,Vehicle,Y
LP00415,Male,No,0,Graduate,No,7831,973.17,230.7,360.0,1.0,Vehicle,Y
LP00416,Male,No,0,Not Graduate,No,7051,4363.13,257.1,360.0,1.0,Real Estate,N
LP00417,Male,No,1,Not Graduate,No,11071,289.56,427.9,360.0,1.0,Vehicle,N
LP00418,Female,No,3+,Not Graduate,No,8583,2226.81,289.0,360.0,0.0,Real Estate,N
LP00419,Female,Yes,1,Not Graduate,No,8092,6657.12,137.3,360.0,0.0,Vehicle,N
LP00420,Female,No,1,Not Graduate,No,9363,7555.98,151.6,360.0,0.0,None,Y
LP00421,Male,No,1,Not Graduate,Yes,7282,6868.11,503.5,360.0,1.0,None,Y
LP00422,Male,No,1,Not Graduate,No,7990,4552.68,126.7,240.0,1.0,Real Estate,N
LP00423,Female,No,2,Not Graduate,No,3085,3927.86,217.9,360.0,0.0,None,Y
LP00424,Male,No,3+,Graduate,Yes,6767,1658.52,375.0,360.0,1.0,Vehicle,Y
LP00425,Male,No,0,Not Graduate,No,3022,15252.93,231.9,360.0,1.0,Real Estate,N
LP00426,Male,Yes,0,Not Graduate,No,5708,6109.82,202.0,240.0,0.0,Real Estate,N
LP00427,Male,Yes,3+,Not Graduate,No,6108,4325.8,266.0,360.0,1.0,Vehicle,N
LP00428,Male,No,0,Not Graduate,No,3666,4940.7,128.0,360.0,0.0,Vehicle,Y
LP00429,Male,Yes,3+,Graduate,No,6340,12395.02,185.2,360.0,0.0,Real Estate,N
LP00430,Male,No,0,Graduate,No,15061,5155.35,292.1,360.0,0.0,None,Y
LP00431,Female,No,1,Not Graduate,No,3877,2162.63,221.0,360.0,1.0,None,N
LP00432,Male,No,0,Not Graduate,No,9816,6538.46,187.4,360.0,1.0,Real Estate,N
LP00433,Male,No,3+,Not Graduate,No,4789,4062.98,122.1,360.0,1.0,Vehicle,N
LP00434,Female,No,3+,Not Graduate,Yes,10128,5878.29,111.5,360.0,0.0,None,Y
LP00435,Female,Yes,3+,Not Graduate,No,4113,5194.19,385.6,360.0,0.0,None,N
LP00436,Male,No,3+,Not Graduate,No,10594,2599.27,275.3,360.0,0.0,None,Y
LP00437,Male,Yes,3+,Graduate,No,5063,3390.24,307.5,360.0,0.0,Real Estate,N
LP00438,Male,Yes,2,Graduate,No,14750,15178.12,220.1,360.0,0.0,Real Estate,N
LP00439,Male,No,2,Not Graduate,No,5340,7209.79,268.6,360.0,1.0,Real Estate,N
LP00440,Male,No,0,Not Graduate,No,7136,3814.16,543.8,360.0,1.0,Vehicle,Y
LP00441,Male,No,3+,Not Graduate,No,4809,448.48,297.8,360.0,1.0,Real Estate,N
LP00442,Female,Yes,0,Not Graduate,No,9420,8385.49,319.9,360.0,0.0,Vehicle,N
LP00443,Male,Yes,3+,Not Graduate,No,14422,1418.66,219.1,240.0,0.0,Vehicle,Y
LP00444,Female,No,3+,Not Graduate,No,7462,6633.5,180.3,360.0,0.0,Vehicle,Y
LP00445,Male,Yes,2,Not Graduate,No,8767,2883.76,273.9,360.0,0.0,Real Estate,N
LP00446,Male,Yes,2,Not Graduate,Yes,10233,14981.84,253.1,360.0,0.0,Real Estate,N
LP00447,Male,Yes,1,Graduate,No,4176,3279.38,163.9,360.0,0.0,None,Y
LP00448,Male,No,2,Graduate,No,4407,860.06,139.6,360.0,1.0,Real Estate,N
LP00449,Male,No,1,Graduate,No,7937,2268.12,303.0,360.0,1.0,None,N
LP00450,Female,Yes,1,Not Graduate,No,8494,6702.85,291.2,360.0,0.0,Real Estate,N
LP00451,Male,Yes,1,Not Graduate,Yes,11224,5474.8,123.9,360.0,0.0,Real Estate,Y
LP00452,Female,Yes,1,Not Graduate,No,3877,9079.71,205.2,360.0,0.0,Real Estate,Y
LP00453,Male,Yes,1,Not Graduate,No,18560,878.44,234.9,360.0,1.0,Real Estate,Y
LP00454,Male,No,0,Graduate,Yes,8170,6700.07,450.1,360.0,1.0,Vehicle,N
LP00455,Male,No,2,Not Graduate,No,3502,2240.26,549.0,360.0,1.0,Vehicle,N
LP00456,Female,Yes,1,Not Graduate,No,9556,7334.54,384.5,360.0,0.0,Real Estate,N
LP00457,Female,Yes,3+,Graduate,No,5416,9341.55,339.4,360.0,0.0,Real Estate,N
LP00458,Male,No,2,Not Graduate,Yes,5468,8182.26,228.2,240.0,1.0,Vehicle,N
LP00459,Male,No,2,Not Graduate,No,9566,564.66,303.0,240.0,1.0,None,N
LP00460,Male,No,1,Not Graduate,No,6998,3743.45,314.1,360.0,1.0,Real Estate,N
LP00461,Male,No,0,Not Graduate,No,6086,1992.08,128.7,360.0,1.0,Real Estate,N
LP00462,Female,Yes,1,Not Graduate,No,9008,1028.64,514.8,360.0,0.0,None,N
LP00463,Male,No,0,Not Graduate,No,6787,5971.22,313.3,360.0,1.0,Real Estate,N
LP00464,Female,Yes,3+,Not Graduate,No,8260,1995.19,507.0,360.0,0.0,Vehicle,Y
LP00465,Male,Yes,2,Not Graduate,No,4726,11980.47,276.5,360.0,1.0,Real Estate,N
LP00466,Female,No,3+,Not Graduate,No,8931,4081.75,221.5,360.0,0.0,None,Y
LP00467,Male,No,0,Not Graduate,No,4400,3468.31,257.7,180.0,0.0,None,Y
LP00468,Male,No,0,Not Graduate,No,5977,1861.77,170.7,360.0,0.0,None,Y
LP00469,Male,No,3+,Not Graduate,No,8504,256.62,286.3,360.0,0.0,Real Estate,N
LP00470,Male,No,0,Not Graduate,No,8239,9975.29,247.4,360.0,0.0,None,Y
LP00471,Female,No,3+,Not Graduate,Yes,6917,2013.51,149.4,360.0,1.0,Real Estate,N
LP00472,Female,Yes,2,Not Graduate,No,4324,2157.2,452.6,360.0,0.0,Vehicle,Y
LP00473,Female,Yes,3+,Not Graduate,No,7015,3988.37,643.0,360.0,0.0,Vehicle,N
LP00474,Male,No,2,Not Graduate,No,4163,3688.6,103.1,360.0,1.0,Vehicle,N
LP00475,Female,No,3+,Not Graduate,No,10130,8612.51,252.9,360.0,1.0,Real Estate,N
LP00476,Female,Yes,0,Not Graduate,No,11722,11290.35,216.7,360.0,0.0,Real Estate,N
LP00477,Female,Yes,3+,Not Graduate,Yes,7966,2883.19,363.5,360.0,0.0,Vehicle,N
LP00478,Male,Yes,0,Not Graduate,No,12773,6934.83,318.4,360.0,0.0,Real Estate,Y
LP00479,Male,No,3+,Graduate,Yes,6634,2212.51,248.8,360.0,1.0,Real Estate,N
LP00480,Male,No,3+,Not Graduate,No,6837,8679.76,163.1,360.0,1.0,Real Estate,N
LP00481,Female,No,1,Not Graduate,No,6829,7958.21,184.6,360.0,0.0,None,Y
LP00482,Female,Yes,0,Not Graduate,No,4458,2900.58,534.8,360.0,1.0,Vehicle,N
LP00483,Female,Yes,1,Not Graduate,No,5796,5081.91,173.6,360.0,0.0,Vehicle,N
LP00484,Male,Yes,0,Not Graduate,No,3030,5720.0,261.1,360.0,0.0,None,Y
LP00485,Female,No,1,Not Graduate,No,8795,990.71,399.0,240.0,0.0,Real Estate,N
LP00486,Male,No,2,Graduate,No,6580,2690.98,366.4,360.0,1.0,Vehicle,Y
LP00487,Female,Yes,3+,Graduate,Yes,4986,6648.05,372.9,360.0,1.0,Real Estate,N
LP00488,Male,Yes,0,Not Graduate,Yes,7478,4715.47,182.2,360.0,0.0,Real Estate,Y
LP00489,Male,Yes,0,Not Graduate,No,11168,8370.05,176.2,120.0,1.0,Vehicle,N
LP00490,Male,No,3+,Not Graduate,No,13648,2641.83,345.4,360.0,1.0,Real Estate,N
LP00491,Female,No,0,Not Graduate,No,4027,408.62,139.7,360.0,1.0,Real Estate,N
LP00492,Female,No,0,Not Graduate,No,8421,10079.68,210.8,360.0,1.0,Vehicle,Y
LP00493,Female,Yes,1,Graduate,No,3743,3343.79,167.3,360.0,0.0,Vehicle,Y
LP00494,Female,Yes,0,Graduate,No,6460,1372.39,375.4,360.0,0.0,Real Estate,N
LP00495,Male,No,2,Not Graduate,Yes,4316,5162.96,110.2,360.0,0.0,None,Y
LP00496,Male,No,2,Not Graduate,No,6817,5805.86,156.7,360.0,1.0,Real Estate,N
LP00497,Female,Yes,3+,Not Graduate,No,17715,7640.78,194.0,180.0,0.0,Vehicle,N
LP00498,Female,No,0,Not Graduate,No,7438,2413.52,194.4,360.0,0.0,Real Estate,Y
LP00499,Male,No,3+,Not Graduate,No,12425,841.42,125.4,360.0,0.0,None,Y
LP00500,Female,Yes,2,Not Graduate,No,5678,11885.94,161.0,360.0,1.0,Real Estate,Y
LP00501,Male,Yes,0,Not Graduate,No,4323,7537.21,284.3,360.0,0.0,Real Estate,N
LP00502,Female,Yes,0,Not Graduate,No,3841,5094.1,387.3,360.0,0.0,Real Estate,N
LP00503,Male,Yes,3+,Not Graduate,No,4589,4430.1,141.1,360.0,0.0,None,N
LP00504,Female,Yes,2,Not Graduate,No,7784,4114.23,368.3,360.0,0.0,Real Estate,N
LP00505,Male,No,0,Not Graduate,Yes,6734,4656.58,298.1,360.0,1.0,Real Estate,N
LP00506,Male,No,3+,Not Graduate,No,9295,7350.12,313.9,360.0,1.0,Real Estate,N
LP00507,Female,No,2,Not Graduate,No,6150,9949.36,106.0,360.0,0.0,None,Y
LP00508,Male,No,3+,Not Graduate,No,3976,1736.07,253.9,360.0,1.0,Vehicle,N
LP00509,Male,Yes,1,Not Graduate,No,13142,6835.47,129.4,360.0,0.0,Real Estate,Y
LP00510,Male,No,0,Not Graduate,No,4738,5340.1,137.1,360.0,0.0,Real Estate,Y
LP00511,Female,Yes,1,Not Graduate,No,10601,5471.86,318.6,120.0,0.0,None,Y
LP00512,Female,Yes,2,Graduate,No,9287,2526.95,457.6,180.0,0.0,Vehicle,Y
LP00513,Female,Yes,1,Not Graduate,No,6337,9310.97,274.8,360.0,0.0,Real Estate,N
LP00514,Male,No,1,Not Graduate,No,4051,10921.7,311.9,360.0,1.0,Real Estate,N
LP00515,Male,Yes,2,Not Graduate,No,7319,9348.27,163.2,360.0,0.0,Real Estate,N
LP00516,Female,No,3+,Not Graduate,No,5483,5868.57,322.6,360.0,0.0,Real Estate,N
LP00517,Female,Yes,1,Not Graduate,No,7034,8555.08,427.5,360.0,0.0,Real Estate,N
LP00518,Male,Yes,3+,Graduate,No,3440,9298.55,166.7,360.0,0.0,Real Estate,N
LP00519,Female,Yes,1,Not Graduate,No,3734,438.96,398.8,360.0,1.0,None,Y
LP00520,Male,No,3+,Not Graduate,Yes,4615,389.78,141.9,360.0,1.0,Real Estate,N
LP00521,Female,No,2,Not Graduate,No,8831,4103.75,174.7,360.0,0.0,Vehicle,Y
LP00522,Female,No,1,Not Graduate,No,8462,2652.26,191.8,360.0,1.0,Real Estate,N
LP00523,Male,No,2,Not Graduate,Yes,15027,4488.13,181.4,360.0,1.0,Real Estate,N
LP00524,Female,Yes,1,Not Graduate,No,7284,3896.15,255.9,360.0,0.0,None,N
LP00525,Female,Yes,2,Not Graduate,No,4773,1407.45,413.0,360.0,1.0,None,N
LP00526,Male,No,2,Not Graduate,No,3919,8587.19,188.1,360.0,1.0,Vehicle,Y
LP00527,Female,Yes,1,Not Graduate,No,5543,5139.88,216.4,360.0,0.0,Vehicle,Y
LP00528,Male,Yes,1,Graduate,Yes,8938,8412.62,231.6,360.0,1.0,Vehicle,N
LP00529,Female,Yes,1,Not Graduate,Yes,6152,4121.77,476.4,360.0,0.0,Real Estate,N
LP00530,Female,No,0,Not Graduate,No,6597,795.27,254.7,360.0,1.0,None,Y
LP00531,Male,No,3+,Not Graduate,No,5313,11850.4,161.1,360.0,0.0,Real Estate,N
LP00532,Female,Yes,0,Not Graduate,No,13919,3561.14,384.8,360.0,0.0,None,N
LP00533,Female,Yes,0,Not Graduate,No,11767,1074.25,379.1,360.0,1.0,Real Estate,Y
LP00534,Female,No,2,Not Graduate,Yes,8791,3210.6,394.3,360.0,0.0,Vehicle,N
LP00535,Male,Yes,1,Not Graduate,No,9189,10178.95,222.6,360.0,1.0,Real Estate,Y
LP00536,Male,No,3+,Not Graduate,No,3009,173.16,115.2,360.0,0.0,None,Y
LP00537,Male,Yes,2,Not Graduate,No,5751,10164.71,171.3,180.0,1.0,Real Estate,N
LP00538,Female,Yes,0,Not Graduate,No,7043,5884.74,322.6,360.0,0.0,Real Estate,N
LP00539,Male,No,1,Not Graduate,Yes,4939,6845.08,154.4,360.0,0.0,Real Estate,Y
LP00540,Female,No,2,Not Graduate,No,5689,8464.43,102.0,360.0,0.0,None,Y
LP00541,Male,No,1,Not Graduate,No,6725,333.83,270.8,360.0,1.0,None,N
LP00542,Female,Yes,2,Not Graduate,Yes,3381,20.45,600.8,180.0,1.0,Vehicle,N
LP00543,Female,No,1,Not Graduate,No,4920,2268.95,438.0,360.0,0.0,None,Y
LP00544,Female,Yes,0,Not Graduate,No,6758,565.64,433.3,360.0,0.0,Vehicle,N
LP00545,Female,Yes,3+,Not Graduate,No,6898,6473.56,424.3,360.0,0.0,Real Estate,N
LP00546,Female,No,0,Not Graduate,No,3204,2505.91,142.1,360.0,0.0,None,Y
LP00547,Male,No,3+,Graduate,No,6904,2553.3,755.2,360.0,1.0,None,N
LP00548,Male,Yes,1,Graduate,No,6979,3551.96,135.8,360.0,0.0,Vehicle,N
LP00549,Male,Yes,2,Not Graduate,No,4275,4301.3,338.6,360.0,0.0,Vehicle,Y
LP00550,Female,No,0,Not Graduate,No,8617,7780.18,152.7,360.0,1.0,None,Y
LP00551,Female,No,3+,Not Graduate,Yes,3918,6618.46,200.3,360.0,0.0,None,Y
LP00552,Male,No,0,Graduate,No,4121,7336.41,179.7,120.0,0.0,Real Estate,Y
LP00553,Female,No,3+,Not Graduate,Yes,12464,2442.56,256.9,360.0,0.0,None,N
LP00554,Male,No,0,Not Graduate,No,7899,6345.5,272.3,360.0,1.0,Real Estate,N
LP00555,Female,No,3+,Not Graduate,No,3868,1384.45,374.7,360.0,0.0,Real Estate,N
LP00556,Female,No,3+,Not Graduate,No,6797,1772.19,187.6,360.0,1.0,Real Estate,Y
LP00557,Female,Yes,1,Graduate,No,6214,7540.19,302.4,360.0,0.0,Real Estate,N
